,,,,,,,,,,,,,,,,,,,,
자전거대여소명,자전거대여소구분,소재지도로명주소,소재지지번주소,위도,경도,운영시작시각,운영종료시각,휴무일,요금구분,자전거이용요금,자전거보유대수,거치대수,공기주입기비치여부,공기주입기유형,수리대설치여부,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
호미곶광장,유인대여소,경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 988-3,36.07675839,129.5660588,10:00,17:00,11월~3월 휴무,무료,무료,20,2,N,,N,070-7204-7948,경북포항지역자활센터,2020-08-20,5020000,경상북도 포항시
운하관크루즈,유인대여소,경상북도 포항시 남구 희망대로 1041,경상북도 포항시 남구 송도동 223,36.012471,129.223891,09:00,18:00,11월~3월 휴무,무료,무료,11,1,N,,N,070-7204-7948,경북포항지역자활센터,2020-08-20,5020000,경상북도 포항시
철길숲,유인대여소,경상북도 포항시 남구 효자로118번길 40-12,경상북도 포항시 남구 효자동 135-1,36.008974,129.335982,09:00,18:00,11월~3월 휴무,무료,무료,11,2,N,,N,070-7204-7948,경북포항지역자활센터,2020-08-20,5020000,경상북도 포항시
냉천(낭만자전거1),유인대여소,,경상북도 포항시 남구 오천읍 문덕리 203-13,35.959525,129.408562,09:00,18:00,11월~3월 휴무,무료,무료,11,3,N,,N,070-7204-7948,경북포항지역자활센터,2020-08-20,5020000,경상북도 포항시
냉천(낭만자전거2),유인대여소,,경상북도 포항시 남구 오천읍 문덕리 247-1,35.968714,129.410608,09:00,18:00,11월~3월 휴무,무료,무료,11,4,N,,N,070-7204-7948,경북포항지역자활센터,2020-08-20,5020000,경상북도 포항시
풍덕교옆 뚝방,무인대여소,전라남도 순천시 풍덕동 946,풍덕동 946,34.9457238,127.4965152,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
동천 수변공원,무인대여소,전라남도 순천시 매곡동 551-1,매곡동 551-1,34.9625244,127.4883641,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
이마트 건너편,무인대여소,전라남도 순천시 덕암동 220,덕암동 220,34.9432103,127.5065651,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
순천만 습지,무인대여소,전라남도 순천시 대대동 215-1,대대동 215-1,34.8867117,127.507834,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
연향 2지구,무인대여소,전라남도 순천시 연향동 1655,연향동 1655,34.9411998,127.5280602,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
조례사거리,무인대여소,전라남도 순천시 조례동 1703,조례동 1703,34.9550932,127.5207136,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
순천역,무인대여소,전라남도 순천시 조곡동 139-21,조곡동 139-21,34.9460551,127.5020955,00:00,00:00,없음,유료,일일이용 : 1000원,10,28,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
순천시청,무인대여소,전라남도 순천시 장천동 53-1,장천동 53-1,34.950645,127.4871893,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
버스터미널,무인대여소,전라남도 순천시 장천동 18-35,장천동 18-35,34.9478095,127.4910513,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
장대공원,무인대여소,전라남도 순천시 조곡동 224-7,조곡동 224-7,34.9500751,127.4943405,00:00,00:00,없음,유료,일일이용 : 1000원,10,11,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
금당 2지구,무인대여소,전라남도 순천시 상삼리 701,상삼리 701,34.9447939,127.5308455,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
문화건강센터,무인대여소,전라남도 순천시 석현동 35-6,석현동 35-6,34.9670486,127.4866046,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
순천의료원공원,무인대여소,전라남도 순천시 매곡동 130-1,매곡동 130-1,34.9581335,127.4834761,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
금당 1지구,무인대여소,전라남도 순천시 조례동 1613,조례동 1613,34.9544132,127.5305816,00:00,00:00,없음,유료,일일이용 : 1000원,10,17,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
조례호수공원,무인대여소,전라남도 순천시 조례동 889,조례동 889,34.9617757,127.5184332,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
동성공원,무인대여소,전라남도 순천시 연향동 1352,연향동 1352,34.9494824,127.5172778,00:00,00:00,없음,유료,일일이용 : 1000원,10,25,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
강천수변공원,무인대여소,전라남도 순천시 선평리 206,선평리 206,34.9871108,127.5009664,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
연향 3지구,무인대여소,전라남도 순천시 연향동 1699,연향동 1699,34.9359128,127.5127838,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
제일대 건너편,무인대여소,전라남도 순천시 덕월동 392-3,덕월동 392-3,34.9333265,127.4897167,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
용당동,무인대여소,전라남도 순천시 용당동 554-6,용당동 554-6,34.9720792,127.4914379,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
국가정원(서문),무인대여소,전라남도 순천시 오천동 600,오천동 600,34.9275215,127.4993573,00:00,00:00,없음,유료,일일이용 : 1000원,10,20,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
국가정원(동문),무인대여소,전라남도 순천시 풍덕동 70,풍덕동 70,34.9244223,127.5104131,00:00,00:00,없음,유료,일일이용 : 1000원,10,30,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
향림사,무인대여소,전라남도 순천시 석현동 843-2,석현동 843-2,34.9721098,127.4786694,00:00,00:00,없음,유료,일일이용 : 1000원,10,13,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
신대 메가타운,무인대여소,전라남도 순천시 신대리 2088,신대리 2088,34.9808199,127.5830722,00:00,00:00,없음,유료,일일이용 : 1000원,10,25,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
신대매안초,무인대여소,전라남도 순천시 신대리 2099,신대리 2099,34.931129,127.6923388,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
순천만 에코촌,무인대여소,전라남도 순천시 대안리 1179-11,대안리 1179-11,34.922214,127.5172646,00:00,00:00,없음,유료,일일이용 : 1000원,10,12,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
순천대학교,무인대여소,전라남도 순천시 석현동 313,중앙로 255,34.9687854,127.4801798,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
가곡삼거리,무인대여소,전라남도 순천시 가곡동 937-1,가곡동 937-1,34.9813582,127.489570,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
순천고등학교,무인대여소,전라남도 순천시 인제동 80,인제동 80,34.945559,127.4857905,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
오천골드클레스,무인대여소,전라남도 순천시 오천동 1025,오천동 1025,34.9237608,127.497131,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
신대도서관,무인대여소,전라남도 순천시 신대리 2070,신대리 2070,34.9336738,127.524849,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
오천 하나로마트,무인대여소,전라남도 순천시 오천동 998,오천동 998,34.9303128,127.4971182,00:00,00:00,없음,유료,일일이용 : 1000원,10,12,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
풍덕철우아파트,무인대여소,전라남도 순천시 풍덕동 852,풍덕동 852,34.9425554,127.5035836,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
팔마체육관,무인대여소,전라남도 순천시 연향동 766-1,연향동 766-1,34.9357987,127.5189977,00:00,00:00,없음,유료,일일이용 : 1000원,10,23,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
NC백화점,무인대여소,전라남도 순천시 조례동 산86-7,조례동 산86-7,34.9715411,127.5220699,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
드라마촬영장,무인대여소,전라남도 순천시 조례동 산57-1,조례동 산57-1,34.957384,127.5394085,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
조례홈플러스,무인대여소,전라남도 순천시 조례동 1558-63,조례동 1558-63,34.9598148,127.5211164,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
서면우체국,무인대여소,전라남도 순천시 서면 동산리 980,서면 동산리 980,34.9937768,127.4950139,00:00,00:00,없음,유료,일일이용 : 1000원,10,9,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
조곡동 둑실공원,무인대여소,전라남도 순천시 조곡동 420-9,조곡동 420-9,34.9558783,127.4929449,00:00,00:00,없음,유료,일일이용 : 1000원,10,10,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
법원주차장,무인대여소,전라남도 순천시 왕지동 886,왕지동 886,34.9767616,127.5426653,00:00,00:00,없음,유료,일일이용 : 1000원,10,21,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
연향부영1차,무인대여소,전라남도 순천시 연향동 1545,연향동 1545,34.9450615,127.5229615,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
한국병원,무인대여소,전라남도 순천시 연향동 1358,연향동 1358,34.9475819,127.5151978,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
가곡동 유심천,무인대여소,전라남도 순천시 가곡동 401,신용길 13,34.9730117,127.4836072,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
도사동사무소,무인대여소,전라남도 순천시 덕월동 2-14,덕월동 2-14,34.9253075,127.4936902,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,N,수동식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
왕의중학교,무인대여소,전라남도 순천시 상삼리 350-28,지봉로 420,34.9506467,127.5340398,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
기적의 도서관,무인대여소,전라남도 순천시 상삼리 662-16,동명초등길 16,34.9506416,127.4989225,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
복성고앞 사거리,무인대여소,전라남도 순천시 복성리 437,복성길 17,34.946384,127.5440978,00:00,00:00,없음,유료,일일이용 : 1000원,10,15,Y,기계식,N,061-749-6364,순천시 도로과,2020-08-03,4820000,전라남도 순천시
수서역 대여소,유인대여소,서울특별시 강남구 수서동 735,서울특별시 강남구 수서동 735,37.487352,127.100889,08:00,20:00,"설날, 추석, 근로자의날(토일운영시간 9:00~18:00)",혼합,"보증금 1만원 월 1,000원/ 일일 대여 무료",573,0,N,,N,02-3423-6413,서울특별시 강남구청,2020-08-16,3220000,서울특별시 강남구
강남구청 대여소,유인대여소,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,37.5175282,127.0474699,09:00,23:59,"공휴일, 토요일, 일요일",유료,"보증금 1만원 월 1,000원",533,0,N,,N,02-3423-6413,서울특별시 강남구청,2020-08-16,3220000,서울특별시 강남구
거창군청,무인대여소,경상남도 거창군 거창읍 중앙로 103,경상남도 거창군 거창읍 상림리 60-3,35.686942,127.909999,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,7,18,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
상림리 책읽는 공원,무인대여소,경상남도 거창군 거창읍 거열로 81,경상남도 거창군 거창읍 상림리 866,35.690328,127.902927,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,7,26,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
거창공설시장 주차장,무인대여소,경상남도 거창군 거창읍 시장길 64,경상남도 거창군 거창읍 중앙리 150-3,35.686543,127.914219,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,4,6,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
농협대동지점 주차장,무인대여소,경상남도 거창군 거창읍 중앙로 185,경상남도 거창군 거창읍 대동리 46-3,35.688668,127.918323,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,12,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
창남교회 옆,무인대여소,경상남도 거창군 거창읍 수남로 2274,경상남도 거창군 거창읍 김천리 102-7,35.682035,127.912602,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,5,10,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
도립 거창대학,무인대여소,경상남도 거창군 거창읍 거창대학로 72,경상남도 거창군 거창읍 김천리 164,35.674647,127.912387,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,7,14,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
승강기 대학,무인대여소,경상남도 거창군 거창읍 운정1길 120,경상남도 거창군 거창읍 송정리 700,35.675872,127.895981,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,7,14,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
화목 아파트,무인대여소,경상남도 거창군 거창읍 거열로 2길 34-9,경상남도 거창군 거창읍 대동리 600-8,35.692977,127.914662,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,5,10,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
베어스 타운,무인대여소,경상남도 거창군 거창읍 동동6길 99,경상남도 거창군 거창읍 대동리 13-74,35.690941,127.924218,00:00,00:00,연중무휴,유료,일일이용 1천원+정기권 1개월 3천원+정기권 1년 2만원,6,15,N,,N,055-940-3596,거창군청 도시건축과,2020-07-24,5470000,경상남도 거창군
